,block,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,lon,lat
6568,060750314002,2021-01-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.454796,37.715744
6569,060750452004,2013-01-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46716,37.77616
6570,060750204022,2013-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.4413,37.75542
6571,060750134001,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.43832,37.790188
6572,060750125022,2015-07-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41086,37.783676
6573,060750314003,2017-12-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.4608,37.71316
6574,060750262002,2016-02-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.447464,37.71164
6575,060750477013,2012-07-11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48513,37.77814
6576,060750124022,2018-01-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
6577,060750332043,2013-02-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48121,37.72055
6578,060750171013,2018-05-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.447975,37.768917
6579,060750229013,2016-05-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41603,37.749973
6580,060750101001,2015-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.41205,37.80629
6581,060750125022,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.413765,37.783783
6582,060750426011,2015-03-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.47945,37.7813
6583,060750129011,2015-07-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.427734,37.80044
6584,060750452001,2013-06-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.466354,37.77996
6585,060750478021,2014-06-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.49445,37.780613
6586,060750426022,2019-05-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.47804,37.7842
6587,060750202002,2013-01-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4233,37.768074
6588,060750332043,2018-01-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48047,37.719067
6589,060750611001,2011-12-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.404854,37.796604
6590,060750229033,2012-11-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.40706,37.750504
6591,060750162003,2011-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.42563,37.777496
6592,060750202001,2012-08-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42387,37.77022
6593,060750332032,2011-08-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.481575,37.71686
6594,060750157001,2011-03-28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44533,37.7794
6595,060750604001,2013-01-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.49199,37.714363
6596,060750301022,2016-09-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.45729,37.751873
6597,060750229031,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.40811,37.752056
6598,060750476002,2014-06-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.477036,37.777576
6599,060750167004,2010-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.438805,37.771523
6600,060750332043,2018-10-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.482994,37.72083
6601,060750332032,2015-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48081,37.71559
6602,060750328011,2015-02-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47646,37.746758
6603,060750122011,2016-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.41654,37.786777
6604,060750332031,2011-09-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47292,37.71328
6605,060750201001,2017-12-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42223,37.772736
6606,060750332032,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48063,37.717464
6607,060750120002,2020-09-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41582,37.78735
6608,060750451001,2017-03-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46026,37.777405
6609,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
6610,060750128003,2010-10-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44647,37.797604
6611,060750132001,2015-11-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43081,37.79479
6612,060750168013,2016-12-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42642,37.770706
6613,060750210003,2011-05-25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42488,37.74984
6614,060750126011,2019-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.43831,37.802723
6615,060750120001,2014-02-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41619,37.789215
6616,060750264011,2013-04-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41564,37.712708
6617,060750260041,2014-03-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.43519,37.720634
6618,060750209002,2015-05-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.417854,37.749058
6619,060750110003,2019-02-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.418755,37.793575
6620,060750122012,2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.41689,37.784344
6621,060750254012,2014-07-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41799,37.73638
6622,060750611001,2011-12-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.404854,37.796604
6623,060750130002,2015-06-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42973,37.79782
6624,060750309003,2014-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46228,37.724567
6625,060750229022,2018-06-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.410736,37.75029
6626,060750401001,2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.462494,37.78602
6627,060750312012,2014-07-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.45513,37.72276
6628,060750102001,2017-10-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42032,37.805477
6629,060750610001,2016-03-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.394485,37.71902
6630,060750125021,2012-04-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.413605,37.78475
6631,060750312012,2014-07-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.45513,37.72276
6632,060750157002,2012-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.44269,37.778194
6633,060750117001,2016-08-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.40742,37.791775
6634,060750158013,2015-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.43515,37.77868
6635,060750101001,2014-04-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4097,37.807064
6636,060750332032,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48063,37.717464
6637,060750206004,2014-11-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43176,37.761887
6638,060750215005,2017-01-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.430305,37.746696
6639,060750352021,2011-01-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.50505,37.763275
6640,060750156002,2013-10-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.455345,37.77515
6641,060750352021,2017-01-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.50552,37.76231
6642,060750332032,2010-10-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48389,37.71854
6643,060750124022,2018-07-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
6644,060750104003,2016-10-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40484,37.800987
6645,060750104004,2019-12-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.405136,37.799034
6646,060750117002,2013-05-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40838,37.79021
6647,060750124012,2018-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41434,37.78419
6648,060750155002,2015-10-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43223,37.785263
6649,060750168012,2018-06-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43176,37.770267
6650,060750427002,2015-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.48648,37.781948
6651,060750103002,2016-08-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.413574,37.801327
6652,060750202003,2013-12-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.422005,37.76613
6653,060750215005,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.430305,37.746696
6654,060750451001,2018-07-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46026,37.777405
6655,060750255004,2014-05-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.436165,37.724415
6656,060750309002,2014-10-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.466,37.72783
6657,060750264011,2013-11-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.410995,37.711407
6658,060750117001,2011-01-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.40712,37.7923
6659,060750202003,2017-06-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42181,37.764107
6660,060750176012,2013-10-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.41137,37.781326
6661,060750311003,2017-05-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.44593,37.727467
6662,060750123021,2020-01-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.413795,37.785686
6663,060750351001,2019-08-12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.499695,37.763508
6664,060750254013,2017-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.42358,37.73738
6665,060750158011,2021-01-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43426,37.782616
6666,060750207002,2020-10-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42539,37.75986
6667,060750205002,2015-02-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.43478,37.758488
6668,060750119012,2019-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41455,37.789425
6669,060750162003,2015-06-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42519,37.77564
6670,060750313022,2017-07-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46709,37.71335
6671,060750601001,2020-08-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47518,37.7881
6672,060750176013,2020-11-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41359,37.77957
6673,060750162001,2017-10-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42234,37.77792
6674,060750428001,2014-05-02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.48722,37.784718
6675,060750253002,2013-12-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42112,37.74153
6676,060750262005,2016-07-28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46124,37.709667
6677,060750202003,2015-02-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42361,37.764812
6678,060750230031,2011-08-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.3945,37.734745
6679,060750332031,2018-12-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47292,37.71328
6680,060750302022,2015-09-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46518,37.763153
6681,060750178022,2011-05-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.4114,37.77482
6682,060750171012,2019-07-22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.44527,37.763348
6683,060750478012,2017-10-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.49524,37.776745
6684,060750209004,2018-09-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41915,37.753803
6685,060750308004,2012-06-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47265,37.735264
6686,060750171023,2019-06-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.45212,37.766483
6687,060750132001,2016-03-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43227,37.793663
6688,060750176013,2010-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
6689,060750477012,2012-02-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.48084,37.778336
6690,060750206004,2013-02-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43382,37.760155
6691,060750426022,2017-10-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.476974,37.78425
6692,060750120002,2013-02-04,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41763,37.78712
6693,060750124022,2018-01-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
6694,060750426011,2012-11-09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48052,37.781246
6695,060750260012,2014-02-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43462,37.72354
6696,060750351007,2017-12-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.49998,37.752266
6697,060750123022,2016-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.411736,37.785946
6698,060750330002,2012-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.482994,37.73992
6699,060750229031,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.40811,37.752056
6700,060750261003,2016-10-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44703,37.718563
6701,060750229032,2015-08-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40583,37.753033
6702,060750168012,2012-11-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43164,37.769672
6703,060750209001,2010-06-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41728,37.751507
6704,060750329014,2012-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.48541,37.743565
6705,060750109003,2001-09-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42317,37.79866
6706,060750124011,2015-04-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41598,37.78398
6707,060750264021,2017-07-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.405754,37.718155
6708,060750452002,2016-10-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46501,37.776253
6709,060750479012,2019-08-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.50629,37.77343
6710,060750157003,2012-04-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.452,37.781174
6711,060750210004,2015-11-12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42362,37.747906
6712,060750102001,2019-10-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42064,37.80281
6713,060750124022,2018-02-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
6714,060750477023,2012-03-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.48794,37.7724
6715,060750178021,2014-12-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40566,37.777237
6716,060750312012,2018-06-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.45921,37.724094
6717,060750176013,2010-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
6718,060750124022,2018-01-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
6719,060750332031,2017-05-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47367,37.7155
6720,060750260021,2016-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.426865,37.72804
6721,060750103003,2015-04-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41459,37.80072
6722,060750104002,2015-07-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.40895,37.803333
6723,060750332032,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48063,37.717464
6724,060750263032,2018-05-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43777,37.70939
6725,060750612001,2014-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.388405,37.741516
6726,060750332043,2018-08-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48047,37.719067
6727,060750122012,2012-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41617,37.784912
6728,060750124023,2019-11-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41923,37.783333
6729,060750216002,2017-08-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44084,37.747253
6730,060750176013,2015-06-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41279,37.777752
6731,060750204011,2019-11-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44343,37.7594
6732,060750304004,2013-12-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.47203,37.74601
6733,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
6734,060750127001,2012-04-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.444626,37.80453
6735,060750103001,2017-10-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41459,37.802155
6736,060750313011,2013-10-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.469864,37.72065
6737,060750103003,2015-07-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41311,37.798992
6738,060750202002,2011-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.424515,37.768566
6739,060750126011,2015-06-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.437584,37.80213
6740,060750301021,2012-12-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.462906,37.761383
6741,060750176012,2016-02-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.41137,37.781326
6742,060750251001,2014-04-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41059,37.74663
6743,060750328012,2019-03-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47577,37.743984
6744,060750354003,2012-02-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.50576,37.742657
6745,060750104002,2012-04-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.40965,37.80277
6746,060750207001,2018-05-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.424416,37.761528
6747,060750121001,2017-03-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41179,37.788326
6748,060750263012,2017-04-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.437584,37.713974
6749,060750130004,2018-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.435394,37.796623
6750,060750121002,2012-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.411255,37.789845
6751,060750176013,2010-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
6752,060750332031,2011-05-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47292,37.71328
6753,060750332032,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48063,37.717464
6754,060750261001,2014-05-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44198,37.71974
6755,060750176015,2020-08-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40897,37.781185
6756,060750232003,2016-08-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.38623,37.731323
6757,060750158022,2016-06-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43919,37.77769
6758,060750111001,2014-07-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42169,37.791393
6759,060750212002,2013-12-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44165,37.752438
6760,060750125012,2013-06-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40984,37.783333
6761,060750332041,2011-06-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47754,37.720097
6762,060750263031,2011-12-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.44876,37.7087
6763,060750102001,2011-11-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.42044,37.80189
6764,060750260021,2015-12-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.426865,37.72804
6765,060750303012,2012-10-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46492,37.759426
6766,060750168021,2011-09-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42081,37.77453
6767,060750263031,2010-08-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44535,37.71205
6768,060750330002,2015-10-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.481926,37.73997
6769,060750332032,2015-01-27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48389,37.716267
6770,060750262002,2019-08-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.447464,37.71164
6771,060750426011,2011-02-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47945,37.7813
6772,060750611001,2011-12-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.404854,37.796604
6773,060750332032,2017-04-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48081,37.71559
6774,060750452002,2017-06-02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.46501,37.776253
6775,060750260021,2016-03-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.426865,37.72804
6776,060750201002,2014-06-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42142,37.768764
6777,060750157002,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.4425,37.777267
6778,060750211001,2016-10-31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42605,37.754997
6779,060750213001,2012-07-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43515,37.74722
6780,060750332043,2011-07-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48304,37.720123
6781,060750228012,2021-01-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4097,37.758823
6782,060750125012,2019-04-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40984,37.783333
6783,060750103003,2013-10-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41311,37.798992
