,block,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,lon,lat
16787,060750477011,2021-01-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48681,37.77903
16788,060750104004,2015-08-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40438,37.800804
16789,060750332043,2016-11-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48047,37.719067
16790,060750260032,2016-03-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42957,37.717957
16791,060750171012,2012-10-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44527,37.763348
16792,060750229032,2016-12-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.403885,37.75315
16793,060750113001,2021-02-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.411674,37.79607
16794,060750123021,2014-09-22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41399,37.786625
16795,060750127001,2016-07-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44277,37.80381
16796,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
16797,060750326013,2011-08-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47907,37.760674
16798,060750210002,2017-10-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42158,37.752453
16799,060750353001,2014-06-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.49839,37.744858
16800,060750451002,2012-11-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4618,37.776398
16801,060750155001,2012-10-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.424774,37.785767
16802,060750205002,2014-02-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43636,37.757595
16803,060750260011,2017-04-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.4338,37.725998
16804,060750125022,2016-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.413765,37.783783
16805,060759805011,2015-04-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.426765,37.716866
16806,060750103003,2021-02-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.41329,37.799927
16807,060750251001,2012-02-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.410095,37.74837
16808,060750256001,2017-11-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.422874,37.730778
16809,060750125011,2015-12-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41062,37.782494
16810,060750107001,2014-11-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.410736,37.79977
16811,060750330001,2011-08-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48312,37.741787
16812,060750156002,2014-03-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.45745,37.77536
16813,060750133004,2014-02-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.45295,37.788334
16814,060750122011,2014-12-08,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41563,37.786415
16815,060750158013,2014-04-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43693,37.77917
16816,060750105002,2016-11-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.398254,37.7967
16817,060750206001,2017-07-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.42955,37.762085
16818,060750477022,2018-04-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.478905,37.773746
16819,060750101002,2014-09-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41022,37.80556
16820,060750303012,2019-04-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46706,37.75933
16821,060750176012,2013-10-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.41137,37.781326
16822,060750330006,2017-06-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.48728,37.739735
16823,060750177002,2016-06-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.417786,37.7688
16824,060750326013,2012-06-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.478,37.76072
16825,060750452004,2018-01-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46943,37.77792
16826,060750302022,2015-12-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46838,37.763012
16827,060750131021,2014-11-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42827,37.79056
16828,060750154001,2014-03-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.44366,37.78717
16829,060750107002,2016-01-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41128,37.798267
16830,060750204021,2015-01-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4443,37.75363
16831,060750228031,2017-03-13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.412125,37.75503
16832,060750124021,2015-08-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.417046,37.78096
16833,060750127003,2014-11-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44294,37.80044
16834,060750302011,2016-03-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.47173,37.764744
16835,060750615005,2013-03-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39485,37.78053
16836,060750120002,2013-01-31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.4191,37.786934
16837,060750127002,2016-10-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44571,37.80152
16838,060750230012,2012-03-06,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39828,37.73481
16839,060750615005,2011-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39485,37.78053
16840,060750257012,2011-07-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.408356,37.73283
16841,060750119012,2012-06-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41292,37.78964
16842,060750129012,2014-06-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42555,37.802177
16843,060750132001,2012-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43081,37.79479
16844,060750201002,2014-03-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42086,37.769073
16845,060750478022,2014-10-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.49604,37.772964
16846,060750311005,2015-12-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44089,37.73236
16847,060750207001,2012-10-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42591,37.76063
16848,060750214002,2011-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.43045,37.748295
16849,060750164001,2015-07-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43766,37.774532
16850,060750135001,2014-10-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.435936,37.790943
16851,060750264022,2014-09-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39992,37.71703
16852,060750125021,2014-08-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.413605,37.78475
16853,060750332031,2017-05-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47367,37.7155
16854,060750156002,2015-07-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.455956,37.775547
16855,060750104003,2016-09-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40484,37.800987
16856,060750326011,2014-08-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47826,37.764458
16857,060750451001,2021-01-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.45861,37.77763
16858,060750216002,2020-12-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4372,37.74387
16859,060750332043,2017-09-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48047,37.719067
16860,060750165001,2010-09-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44193,37.774464
16861,060750176013,2017-03-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41279,37.777752
16862,060750232002,2014-07-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.38474,37.726704
16863,060750132002,2015-09-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43465,37.792908
16864,060750426012,2017-10-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48079,37.785004
16865,060750228033,2017-01-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40937,37.755196
16866,060750332031,2018-01-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47367,37.7155
16867,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
16868,060750170001,2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-122.43781,37.76608
16869,060750123012,2016-02-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41283,37.785088
16870,060750452001,2020-01-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.466225,37.778065
16871,060750332032,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48063,37.717464
16872,060750329014,2015-06-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.49076,37.743324
16873,060750256004,2019-06-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42955,37.729218
16874,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
16875,060750129023,2016-10-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.4334,37.799267
16876,060750124022,2021-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
16877,060750166001,2017-02-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.44118,37.770744
16878,060750605023,2012-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.42062,37.709232
16879,060750604001,2014-11-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.49199,37.714363
16880,060750102001,2015-09-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.420654,37.802814
16881,060750312012,2013-05-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.459206,37.722744
16882,060750332032,2019-06-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47654,37.716167
16883,060750162003,2015-06-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4265,37.777626
16884,060750208002,2014-09-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41928,37.761036
16885,060750215005,2018-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.42808,37.74683
16886,060750264041,2018-08-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.417915,37.7089
16887,060750102002,2019-12-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42373,37.801453
16888,060750119012,2021-02-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41455,37.789425
16889,060750124022,2018-02-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
16890,060750201001,2012-05-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.420006,37.768658
16891,060750166004,2012-12-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.449776,37.771564
16892,060750327001,2013-04-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.488976,37.763985
16893,060750125012,2019-04-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40984,37.783333
16894,060750125012,2019-08-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40984,37.783333
16895,060750169001,2019-12-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43285,37.767494
16896,060750104002,2011-05-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.40829,37.804146
16897,060750164001,2013-11-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43439,37.77495
16898,060750104004,2016-09-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.405136,37.799034
16899,060750232003,2015-03-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.38737,37.73008
16900,060750129012,2017-05-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.42739,37.802895
16901,060750426022,2011-02-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47319,37.785355
16902,060750227021,2015-03-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.39562,37.76327
16903,060750332031,2017-12-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47367,37.7155
16904,060750204013,2014-06-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44265,37.759594
16905,060750331001,2013-08-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47598,37.7319
16906,060750263013,2015-12-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.437065,37.712963
16907,060750176012,2020-12-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40793,37.78035
16908,060750610002,2015-02-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39964,37.712566
16909,060750332031,2019-08-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47367,37.7155
16910,060750207002,2015-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42418,37.756718
16911,060750451003,2014-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-122.46194,37.77826
16912,060750326011,2018-07-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.47826,37.764458
16913,060750229031,2015-02-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.40811,37.752056
16914,060750166001,2017-12-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44393,37.771828
16915,060750256004,2018-06-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42148,37.72859
16916,060750176013,2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-122.41359,37.77957
16917,060750426021,2016-04-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47837,37.781345
16918,060759809001,2010-07-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.38813,37.75153
16919,060750106001,2020-11-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40574,37.799435
16920,060750332032,2019-04-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.479324,37.717422
16921,060750212002,2017-02-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43642,37.75236
16922,060750304003,2010-08-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.4664,37.750008
16923,060750218004,2013-12-02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.43378,37.73578
16924,060750151001,2018-05-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.425186,37.787834
16925,060750615001,2020-03-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.39625,37.790806
16926,060750328012,2014-12-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.482185,37.743702
16927,060750231021,2016-05-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.38518,37.73829
16928,060750132001,2016-02-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43227,37.793663
16929,060750353001,2018-12-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.49625,37.74495
16930,060750332043,2019-04-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48308,37.71945
16931,060750201001,2016-08-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42223,37.772736
16932,060750122012,2017-07-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.416176,37.784916
16933,060750401004,2018-10-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46235,37.783974
16934,060750125012,2014-12-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.40984,37.783333
16935,060750151001,2013-04-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.425186,37.787834
16936,060750158012,2015-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43957,37.77955
16937,060750452005,2018-02-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.46956,37.779808
16938,060750176013,2018-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-122.41294,37.77605
16939,060750101002,2013-07-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41022,37.80556
16940,060750122012,2014-03-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41527,37.784557
16941,060750252002,2011-07-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.41153,37.74606
16942,060750327005,2012-12-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.48892,37.755566
16943,060750302022,2016-06-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46792,37.763966
16944,060750228032,2012-11-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.40912,37.75762
16945,060750204021,2015-07-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.444214,37.748474
16946,060750113001,2020-08-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.4107,37.796417
16947,060750612002,2013-12-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39146,37.73807
16948,060750169002,2013-01-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43543,37.765327
16949,060750103001,2016-12-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41459,37.802155
16950,060750206001,2014-04-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.428085,37.75849
16951,060750166003,2013-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.451096,37.76852
16952,060750131012,2015-08-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42353,37.792076
16953,060750157002,2017-09-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.442314,37.77633
16954,060750332032,2020-01-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.48081,37.71559
16955,060750260041,2015-09-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43519,37.720634
16956,060750218004,2011-10-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.431625,37.73555
16957,060750121001,2016-02-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41271,37.788704
16958,060750127002,2014-07-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44332,37.802307
16959,060750260011,2016-09-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42826,37.72474
16960,060750108003,2012-08-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41277,37.795258
16961,060750157004,2017-08-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.453865,37.77564
16962,060750332032,2015-02-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47842,37.717678
16963,060750168021,2015-05-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.424995,37.774235
16964,060750124012,2011-12-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41415,37.78326
16965,060750353004,2014-08-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.497734,37.735542
16966,060750124023,2012-04-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41924,37.78334
16967,060750112002,2013-10-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.41145,37.792706
16968,060750176013,2016-02-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41279,37.777752
16969,060750311005,2012-08-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44316,37.733093
16970,060750255006,2011-11-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.4384,37.728836
16971,060750332041,2011-09-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.47628,37.719646
16972,060750264022,2019-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-122.40161,37.71885
16973,060750128001,2019-08-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.43998,37.798428
16974,060750108002,2017-10-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41493,37.795437
16975,060750332043,2016-02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48304,37.720123
16976,060750329014,2014-02-04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-122.49076,37.743324
16977,060750124022,2018-01-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.41693,37.777046
16978,060750110003,2019-02-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.418755,37.793575
16979,060750207002,2012-11-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.42333,37.757168
16980,060750256001,2019-06-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.42503,37.73093
16981,060750165001,2016-05-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.44377,37.775192
16982,060750257013,2017-12-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.411865,37.730427
16983,060750123022,2016-02-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.411736,37.785946
16984,060750313012,2010-11-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.46893,37.716995
16985,060750158022,2011-11-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43822,37.777332
16986,060750176013,2014-02-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41279,37.777752
16987,060750108002,2019-10-24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41492,37.795433
16988,060750124012,2013-06-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-122.41434,37.78419
16989,060750163003,2011-02-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-122.432205,37.776653
16990,060750110002,2012-10-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41802,37.794125
16991,060750201003,2011-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-122.418686,37.766212
16992,060750211001,2013-11-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-122.42656,37.75416
16993,060750612002,2013-11-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.39203,37.737434
16994,060750352015,2011-01-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.50855,37.75376
16995,060750477013,2014-03-17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-122.48513,37.77814
16996,060750207002,2016-01-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.42418,37.756718
16997,060750119012,2014-09-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.41455,37.789425
16998,060750427003,2017-10-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-122.48922,37.782757
16999,060750127002,2020-07-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.44239,37.801945
17000,060750163003,2017-09-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43,37.77408
17001,060750352011,2015-06-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-122.50487,37.752987
17002,060750260011,2012-05-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.43363,37.724125
